En, Ib
" These are the names of the twelve apostles: first, Simon (who is called Peter) and his brother Andrew; James son of Zebedee, and his brother John;","Ẹha ya ndeozi em woa madụ irile ẹbọọ bụ: onye mbụ na ime wo bụ Saịmọn a na-eku Pita yaa Anduru nwanie nwoke, Jems nwa Zebedii yaa Jọn nwanie nwoke,"
" Philip and Bartholomew; Thomas and Matthew the tax collector; James son of Alphaeus, and Thaddaeus;","Filipu yeri Batịlomi, Tọmọs maa Matiu onye ọrụ ọna ụtụ takịsị, Jems nwa Alịfịọs, maa Tedus,"
" Simon the Zealot and Judas Iscariot, who betrayed him.","Saịmọn onye Kenan so na otu nde ihe alị wo na-anụ ọkụ na obu, yekozuru Judas Isikarịọtụ medueri rarị nnịa ukwu ye na ẹka nde-iro e."
 These twelve Jesus sent out with the following instructions: “Do not go among the Gentiles or enter any town of the Samaritans.,"Madụ irile ẹbọọnwa bụ nde Jisọs kuteri dufuu, jayeri wo sị wo, “Unu agabakwa alị nde aabụgụ nde Juu, unu agabakọkwa alị nde Sameria."
 Go rather to the lost sheep of Israel.,Kama unu gam ngaanị jee na nke ụmụ Izirẹlụ dịka igwe atụrụ huhuru ehuhu eenwogu onye nche.
" As you go, proclaim this message: ‘The kingdom of heaven has come near.’","Unu jije, unu ziseje oziọma sịje wo, ‘Alịeze Elugwe dị nsọ.’"
" Heal the sick, raise the dead, cleanse those who have leprosy, drive out demons. Freely you have received; freely give.","Unu gwọa nde ụhụka, me nde nwụhụrụ anwụhụ na wo pavuru, gwọkọa nde ụhụọcha, chụfụ maaọjọọ jige nde madụ. Ana m anị unu ikike ime ihie na ohu na-adịgị okpogo unu kwụrụ, unu mekoeri nde madụ ihe, unu anakwa wo okpogo."
 “Do not get any gold or silver or copper to take with you in your belts—,"Unu jije, unu ewetekwe ọlaodo ma ọ bụgụ ọlaọcha, yegi okpogo ọọbụla na ịkparịkpa."
" no bag for the journey or extra shirt or sandals or a staff, for the worker is worth his keep.","Unu apatakwa ẹkpa awụye ihe onye ije. Unu achịtakwa ẹkụ agbanwo yeko nke unu ye na ụhụ, unu achịkwa akpụkpọkpa ma ọ bụgụ gide ụsụ na ẹka, maka na onye ọrụ kwesiri ụgwọ-ọrụ a."
" Whatever town or village you enter, search there for some worthy person and stay at their house until you leave.","“Alị ọọbụla unu ruru, unu nọgide na ezim unu gabarị. Unu chọa onye kwerini nwokoru ike ịnabata unu, unu nọdụa na ulo e tututu rue mgbe unu fụje na ya ibom."
" As you enter the home, give it your greeting. If the home is deserving, let your peace rest on it; if it is not, let your peace return to you.","Unu gabaje ulo ọ bụ unu je-anọ, unu kele wo, ‘udo dịrị unu’. Ya ọ bụrụ na nde nọ na ya ulom nabatacharị unu, na udo unu rịarị na ẹka Chineke adịịrị wo. Mgbe wo aanabatagị unu na ya udom unu rịarị na ekpere alahachiri unu."
" If anyone will not welcome you or listen to your words, leave that home or town and shake the dust off your feet.","Ibe ọọbụla aanabatagị unu gie ntị na oziọma uunu, unu kụchasịa uzuzu ọkpa uunu habueri wo ulo wo ma ọ bụgụ ezi wo."
" Truly I tell you, it will be more bearable for Sodom and Gomorrah on the day of judgment than for that town.","Na mụ aakarị unu nke bụ eziokwu, ọ je-ọdịtụrụ nde Sodom woa Gomora nhe idi ihe je-eme wo na mgbe ikpe Chineke karịa nke ọ je ọ dịrị nde ya alịm.”"
 “I am sending you out like sheep among wolves. Therefore be as shrewd as snakes and as innocent as doves.,"“Ana m edufu unu ka atụrụ na etiti agụ owuru. Ọ bụ a meri, unu kanwụba ẹnya ka agwọ, kpaa ndom ndom ka ovu."
 Be on your guard; you will be handed over to the local councils and be flogged in the synagogues.,"Unu kwatachaa ẹnya na ibe nde madụ nọ. Wo je-akpụrụ unu kpụfụụ na ihu ulo ikpe, kuru unu je-etitechedue ihe na ulo-ozuzu."
 On my account you will be brought before governors and kings as witnesses to them and to the Gentiles.,"Wo je-ekwobe maka m kpụfụ unu na ihu nde eze nde Rom maa nde ọchịchị nde Juu, ma unu bụrụ nde ịgba ama bayeri ya oziọmam na ihu wo maa na ihu nde aabụgụ nde Juu."
" But when they arrest you, do not worry about what to say or how to say it. At that time you will be given what to say,","Mgbe ọọbụla wo kpụtarị unu, unu anọkwa na-arịgbu onwuunu bayeri ihe unu je-ekwu ma ọ bụgụ nke unu je-edebe ọnụ kwue ye. A je-anịkọm unu ihe unu je-ekwu na ya mgbem."
" for it will not be you speaking, but the Spirit of your Father speaking through you.","Maka na unu ejegi je-ekwuchiteri onwuunu, kama ọ bụ Maa Nsọ nke Nnade uunu je-anọ na ime uunu na-ekwu."
" “Brother will betray brother to death, and a father his child; children will rebel against their parents and have them put to death.","“Nwane je-ararị nwanie ye na ẹka nde je-egbu eni, na nna ararị nwa a ye na ẹka ọnwụ. Na ụmụ enufuru nde mụrụ wo isi, chọkọhaa nke wo je-aga gbue wo."
" You will be hated by everyone because of me, but the one who stands firm to the end will be saved.","Nde madụ je-ekwobe maka m ka wo eekweihe uunu, ọbụ na onye ọọbụla na ime uunu guzosiri ike, soru ụzọ m rue na ọgwụgwụ ndụ a je-abụ onye a zọfụtarị."
" When you are persecuted in one place, flee to another. Truly I tell you, you will not finish going through the towns of Israel before the Son of Man comes.","Wo na-emegide unu na ibe aanị, unu garị gabuge na ibe ọzọ. Ana m ekwuru unu nke bụ eziokwu, unu amagị aka agakọba ọnụmara Izirẹlụ na ohu na Nwa Nke Madụ awasị."
" “The student is not above the teacher, nor a servant above his master.","“Nwa uloẹkwụkwọ anagị aka onyem na-ezi e ihe, ka nwaozi aaka nnịa ukwu."
" It is enough for students to be like their teachers, and servants like their masters. If the head of the house has been called Beelzebul, how much more the members of his household!","O je-oju nwatakịrị uloẹkwụkwọ ẹhọ na o medueri haa ka onye na-ezi e ihe, na nwaozi emedue haa ka nnịa ukwu. Nde madụ ku nna nwo ulo Bẹlụzibọbụg , wo je-ekuzu ndekie na ulo e nke ka aka.”"
" “So do not be afraid of them, for there is nothing concealed that will not be disclosed, or hidden that will not be made known.","“Unu asọkwa onye ọọbụla asọ. Ọ dịgị ihe e kpuchiri ekpuchi aamagị emedue kpuhee, dịgị ihe e zomiri ezomi aamagị afụta ihe."
" What I tell you in the dark, speak in the daylight; what is whispered in your ear, proclaim from the roofs.","Ihe m kwuuru unu na ẹtụlị, unu keye na etiti ehihe kwue ye. Ihe m tanyịịrị unu na ntị, unu nyikoru na ikwulo je-arịa ya arịa."
" Do not be afraid of those who kill the body but cannot kill the soul. Rather, be afraid of the One who can destroy both soul and body in hell.","Unu asọkwa ndem nworu ike igbu anụhụ madụ ka wo eenwo ike gbuko maa onye ọ bụ. Kama onye unu je-asọ asọ bụ Chineke, Onyem nworu ike iweri anụhụ madụ yaa maa ya lọbaa na ọkụmaa."
 Are not two sparrows sold for a penny? Yet not one of them will fall to the ground outside your Father’s care.,Akịmkpu ẹbọọ onwo ihe wo dakatarị na ọnụ ahịa? Ọbụ na ọ dịgị ma nnanị na ime wo daa na alị nwụhụ ma Nnade uunu amagị bayeri e.
 And even the very hairs of your head are all numbered.,"Ma ọ bụkọhaagị ẹgbịsị dị unu na isi, Chineke maarị ole ọ dị."
 So don’t be afraid; you are worth more than many sparrows.,"Ọ bụ a meri, unu asọsị ụjọ, maka na unu dị Nnade uunu mkpa karịa itu akịmkpu dị na ọhịa."
" “Whoever acknowledges me before others, I will also acknowledge before my Father in heaven.","“Onye ọọbụla je-agba ama bayeri m na ihu ụmụ madụ, na mụoni eguzokoru e na ihu Nna m na elugwe."
" But whoever disowns me before others, I will disown before my Father in heaven.",Ọbụ onye jụka m na ihu ụmụ madụ na mụoni ajụkakọ a na ihu Nna m na elugwe.
" “Do not suppose that I have come to bring peace to the earth. I did not come to bring peace, but a sword.","“Unu arịkwa na-abịarị m omume na madụ oohu bu na ụwa dịị na mma. A bịadịgị m ewete udo, kama eweteeri m ụmụ ụwa mma-aga."
" For I have come to turn “ ‘a man against his father, a daughter against her mother, a daughter-in-law against her mother-in-law—","Maka na ụbịa m je-evute, “ ‘Ụmụ okorọbịa woa nna wo alayeteri, na ụmụagbọgọ woa nde ne wo alayeteri, na nde nyee nwa woa nde ne di wo alayeteri,"
 a man’s enemies will be the members of his own household.’,nde je-abụ nde-iro madụ je-abụkọnwa nde hi na ulo e.’
 “Anyone who loves their father or mother more than me is not worthy of me; anyone who loves their son or daughter more than me is not worthy of me.,“Onye ọọbụla je-ahụ nie ma ọ bụgụ nnịa na ẹnya karịa m aka erugu ịbụ onye na-eso ụzọ m. Onye je-ahụ ụmụ a ndikom maa ndinyom na ẹnya karịa m aka erugu ịbụ onye na-eso ụzọ m.
 Whoever does not take up their cross and follow me is not worthy of me.,Onye ọọbụla eevutegi obie soru ẹnụkwụ ọkpa m aka erugu ịbụ onye na-eso ụzọ m.
" Whoever finds their life will lose it, and whoever loses their life for my sake will find it.","Onye ọọbụla ji ẹka a na-echebe ndụ a na ọnwụhụkwa, na ndụ a ehunehi e. Ọbụ na onye kwobe ihe bayeri m lọhue ndụ a je-achọta a."
" “Anyone who welcomes you welcomes me, and anyone who welcomes me welcomes the one who sent me.","“Onye ọọbụla nabatarị unu anabatawoko mụoni, onye nabatakwanụrụ mnị, anabatawoko Nna m ziteri mni."
" Whoever welcomes a prophet as a prophet will receive a prophet’s reward, and whoever welcomes a righteous person as a righteous person will receive a righteous person’s reward.","Onye ọọbụla nabatarị onye amụma maka na ọ bụ onye amụma je-anata ụgwọ-ọrụ ka onye amụma. Onye nabatarị onye ụmara-ọma maka na ọ hụrụ na ọ bụ onye ụmara-ọma, je[1]anata ụgwọ-ọrụ onye ụmara-ọma."
" And if anyone gives even a cup of cold water to one of these little ones who is my disciple, truly I tell you, that person will certainly not lose their reward.”","Onye ọọbụla kuyeri onye aanị na ndie kadụa ahaba ẹka na-eso ụzọ m ikokwu mini aanị jụrụ oyi maka na ọ maarị na ọ bụ onye na-eso ụzọ m, nke bụ eziokwu bụ na ọ dịgị ihe je-eme ka ọọnata ezibe ụgwọ-ọrụ maka ihe ọma o meri.”"
Jesus and John the Baptist,Jisọs Yaa Jọn Ome Baụtizim
"After Jesus had finished instructing his twelve disciples, he went on from there to teach and preach in the towns of Galilee.","Mgbe Jisọs ziduru nde na-eso ụzọ a ihe wo je-eme, ya o hi na ya ibom garị na-eje ezise oziọma na ezi dị na ọnụmara Galili na ohu."
"When John, who was in prison, heard about the deeds of the Messiah, he sent his disciples","Mgbe Jọn ome baụtizim nọrụ na ulo mkpọrọ nụ ihe Karaịs nọgarị na-eme, ya o duye nde na-eso ụzọ a wo jekwu Jisọs je-ajụ a,"
"to ask him, “Are you the one who is to come, or should we expect someone else?”","“Ọ bụ gụ bụ ya onyem ayị nọrụ na-atụ ẹnya a bịatajeni, sa ayị ka je na-ele ẹnya onye ọzọ?”"
"Jesus replied, “Go back and report to John what you hear and see:","Jisọs sị ya ndem Jọn duyeri, “Unu lahachi je-akarị Jọn ihe unu na-ahụ, na-anụkọ."
"The blind receive sight, the lame walk, those who have leprosy are cleansed, the deaf hear, the dead are raised, and the good news is proclaimed to the poor.","Na nde isi na-ahụzu ụzọ, nde ngwọrọ na-ejezu ije, a na-agwọ nde ụhụọcha, maa nde ntị chihiri na-anụzu ihe. A na-ekuvute nde nwụhụrụ anwụhụ, a na-ezi nde ọọdịgị nke ọha wo oziọma."
Blessed is anyone who does not stumble on account of me.”,Ngọzi dịịrị onye ihe bayeri m aakpasugu iwe.”
"As John’s disciples were leaving, Jesus began to speak to the crowd about John: “What did you go out into the wilderness to see? A reed swayed by the wind?","Mgbe ndem na-eso ụzọ Jọn gaarị na-alahachi, Jisọs bido na-ekwuru ndem tu na ya ibom okwu bayeri Jọn sị wo, “Ọ bụrụ gịnị bụ ihe unu jeri elete na ọzara? Unu jeri elete ẹwụwụ ihuhe nọrụ na-evugerige?"
"If not, what did you go out to see? A man dressed in fine clothes? No, those who wear fine clothes are in kings’ palaces.","Sa ọ bụ gịnị bụ ihe unu jeri elete? Ọ bụ onye kwọkọcharị akwọkọ, yete oke uwe dị ma? Waa, nde na-eye ya otue uwem na-anọgarị na ulo nde eze."
"Then what did you go out to see? A prophet? Yes, I tell you, and more than a prophet.","Ọ bụzukwenu gịnị bụ ihe unu jeri elete? Ọ bụ onye amụma? Na eziokwu, ọ karịkọhaarị onye amụma."
" This is the one about whom it is written: “ ‘I will send my messenger ahead of you, who will prepare your way before you.’","Onyie bụ onyem e deri bayeri sị, “ ‘Eje m ezifu onye ozi m je-ebuteri gi ụzọ, onye je-eje je-emechedueri gi ụzọ.’"
" Truly I tell you, among those born of women there has not risen anyone greater than John the Baptist; yet whoever is least in the kingdom of heaven is greater than he.","Na mụ aakarị unu nke bụ eziokwu: Na ibe madụ ọọbụla nwanyị mụrụ nọ, ọ dịgị nke pavuworuni ka Jọn ome baụtizim. Ọbụ na onyem kadụa ẹka ahaba na Alịeze Elugwe karịrị a."
" From the days of John the Baptist until now, the kingdom of heaven has been subjected to violence, and violent people have been raiding it.","Hitem ẹkamgbe Jọn ome baụtizim maliteri ojije ozi e rute ẹɦụọdị, Alịeze Elugwe na-ekezu ire, nde oke-ire jikwenum ẹnya-kete-ọkụ na-achọ a na ike."
 For all the Prophets and the Law prophesied until John.,Maka na nde amụma na ohu maa iwu Mosisi nọrụ na-evu amụma tututu rute mgbe Jọn ome baụtizim bịarị.
" And if you are willing to accept it, he is the Elijah who was to come.","Ya ọ bụrụ na o ma okwe unu ekwete, Jọn ome baụtizim bụ a bụ ya Ịlaịjam nde amụma sịrị je-abịanị."
" Whoever has ears, let them hear.","Onye nwo ntị, ya ọ nụta ihie m na-ekwu."
 “To what can I compare this generation? They are like children sitting in the marketplaces and calling out to others:,"“Ndaa ihe m je-eji tụyekoru nde ntaanwa? Wo dịka ụmụrụma nọ na ọgbọdọ ahịa na-ekugile ibe wo, na-asị,"
" “ ‘We played the pipe for you, and you did not dance; we sang a dirge, and you did not mourn.’","“ ‘Ayị ahụworu unu ofu egwu, ka unu eete, ayị agụworu unu egwu ẹkwa, ka unu aakwakọ.’"
" For John came neither eating nor drinking, and they say, ‘He has a demon.’","“Maka na Jọn bịarị ka ọọdị ihe o na-ori, dịgị ihe ọ na-ọnwụ, unu sị, ‘Onyie vu maaọjọọ.’"
" The Son of Man came eating and drinking, and they say, ‘Here is a glutton and a drunkard, a friend of tax collectors and sinners.’ But wisdom is proved right by her deeds.”","Ọbụ na Nwa Nke Madụ abịawo, na-eri, na-anwụ, unu sịzu, ‘Ịhụ a, nwokie bụm mkpụ, na-anwụdụa gbayekodue na ẹnya. Ọ bụkọgabadị enyi nde na-anarị nde Rom ụtụ takịsị maa nde ihe ọjọọ dịga iche iche.’ Ọbụ, a na-egusifute ọmọlọma ama[1]mihe hite na ihe o meri.”"
The on Unrepentant Towns,Owu Kwuru Ndem Eenwogu Nchegeri
" Then Jesus began to denounce the towns in which most of his miracles had been performed, because they did not repent.",Jisọs malite na-akọ ọkụkọ maka nde alịmga ọ rụgarị ntụtụ ọrụ ebubie ta ka wo aatụgarị na ndụ ọjọọ wo soru ụzọ Chineke.
" “Woe to you, Chorazin! Woe to you, Bethsaida! For if the miracles that were performed in you had been performed in Tyre and Sidon, they would have repented long ago in sackcloth and ashes.","Ya ọ sị, “Owu kwuru unu, nde Korazin! Owu kwuru unu nde Bẹtịsaịda! Ya ọ bụrụ na ọrụ ebube a rụrụ na alị uunu na a rụrụ wo na alị Taya yaa Sidọn, na nde ya alịmga echegerioweeri ẹkamgbe yetedue ẹkụ erim-uju, wụa onwowo ntụ maka ihe ọjọọ wo, igusi na wo echegeriwo."
" But I tell you, it will be more bearable for Tyre and Sidon on the day of judgment than for you.","Ọbụ na mụ aakarị unu nke bụ eziokwu, o je-ọdịrị nde Taya yaa Sidọn nhe ịnagide ihe je-eme wo na izuku ikpe karịa nke ọ je-ọdịrị unuande."
" And you, Capernaum, will you be lifted to the heavens? No, you will go down to Hades. For if the miracles that were performed in you had been performed in Sodom, it would have remained to this day.","Maa unu, nde Kapanọm, ọ dị unu ka a ma-apakoru unu na elugwe? Waa, unu je-anọrị na ọkpụrọkpụ alị, na ime owiriwo nke ọkụmaa. Maka na ya ọ bụrụ na ọrụ ebube a rụrụ na alị uunu na a rụrụ wo na alị Sodom, ya alịm ka je-adịwaarịnwa rute taa."
 But I tell you that it will be more bearable for Sodom on the day of judgment than for you.”,"Na mụ aakahudirinwe unu nke bụ eziokwu, ọ je-ọdịrị nde alị Sodom nhe ịnagide ihe je-adakwasị wo na izuku ikpe karịa unuande.”"
The Father Revealed in the Son,Ezum-ike Dịịrị Nde Ike Gwụrụ
" At that time Jesus said, “I praise you, Father, Lord of heaven and earth, because you have hidden these things from the wise and learned, and revealed them to little children.","Na ya mgbemkọm Jisọs sị, “Ana m ekele gị Nna, bụ Onyenwo elugwe yaa ụwa. Maka na ị zomiwo ihie na ohu na ẹnya nde gụrụ ẹkwụkwọ makọrụ ihe, ta kpuheeri e ụmụrụma aakadịgị ihe wo maarị."
" Yes, Father, for this is what you were pleased to do.","Ẹẹ! Nna, ọ bụ nke o heri gi bụ nke i meri e."
" “All things have been committed to me by my Father. No one knows the Son except the Father, and no one knows the Father except the Son and those to whom the Son chooses to reveal him.","“Nna m eweworu ihe ọọbụla na ohu ye m na ẹka. Ọ dịgị onye maarị ya Ọkparam ma ya ọ bụgụ Nna yaẹkaa, dịkwanụgụ onye maarị onye Nna bụ ma ya ọ bụgụ ya Ọkparam, yeri nde Ọkpara a họ[1]tarị ikpuheeri onye Nna bụ."
" “Come to me, all you who are weary and burdened, and I will give you rest.","“Unu bịakwute m unu oohu ike gwụworu, bụ nde e boru ivu dị ẹrọ, na-eje m anị unu ezum-ike."
" Take my yoke upon you and learn from me, for I am gentle and humble in heart, and you will find rest for your souls.","Unu kie onwuunu ẹgbụ nke iruberi m isi, mụnata m nke m ga na-ebu ndụ, maka na-abụ m onye na-akpa jụụ, na-eweride onwoe alị. Unu je-enwote ezum-ike nke ime obu."
 For my yoke is easy and my burden is light.”,"Maka na ẹgbụ nke osuso m dị nhe, ivu m adịgị ẹrọ.”"
Jesus Is Lord of the Sabbath,Jisọs Bụ Onyenwo Sabatị
At that time Jesus went through the grainfields on the Sabbath. His disciples were hungry and began to pick some heads of grain and eat them.,"Ya o rue na izuku Sabatị aanị, Jisọs yaa nde na-eso ụzọ a yịrị gabugeje ubi aanị akọgarị akpụkpa bekee. Ẹgụ nọrụ na-agụ nde na-eso ụzọ Jisọs, wo na-agọta ya akpụrụ akpụkpa bekeem na-ata."
"When the Pharisees saw this, they said to him, “Look! Your disciples are doing what is unlawful on the Sabbath.”","Mgbe nde Farisii hụrụ na wo nọrụ na-ewete ya akpụkpa bekeem na-ata, wo sị Jisọs, “Ihụ nde na-eso ụzọ gụ na-eme ihe iwu megideri madụ ime na izuku Sabatị.”"
"He answered, “Haven’t you read what David did when he and his companions were hungry?","Jisọs sị wo, “Unu aka agụtụgụ bayeri ihe Devidi meri mgbe ẹgụ nọrụ na-agụ yaa nde woa ya yịrị?"
"He entered the house of God, and he and his companions ate the consecrated bread—which was not lawful for them to do, but only for the priests.","Nke ọ garị gaba Ntu gbChineke, je-ewete buredim dị nsọ nke iwu megideri nde ọzọ ịta ma ya ọ bụgụ nde ọchụẹja woanịwo, wo taa?"
Or haven’t you read in the Law that the priests on Sabbath duty in the temple desecrate the Sabbath and yet are innocent?,Saa unu aka agụtụgụ na ẹkwụkwọ Iwu Mosisi na ọ bụ nde ọchụẹja rụa ọrụ na Oke Ulo Nsọ na izuku Sabatị mebikwenuru iwu ya izukum na iwu ejigi wo?
I tell you that something greater than the temple is here.,"Na mụ aakarị unu, onye karịrị ya Oke Ulo Nsọm nọnwa na ibie."
"If you had known what these words mean, ‘I desire mercy, not sacrifice,’ you would not have condemned the innocent.","Unu machawaarị ihe okwue e kwuru na Ẹkwụkwọ Nsọ fụtarị: ‘Ana m achọ nde na-ahụ madụ ibe wo onyimee, ọ bụgụ nde na-achụrụ m ẹja,’ unu amagị amawaarị nde ọọdịgị ihe wo meri ikpe."
For the Son of Man is Lord of the Sabbath.”,Maka na Nwa Nke Madụ bụ a bụ Onyenwo Sabatị.”
"Going on from that place, he went into their synagogue,","Wo hi na ya ibom pavuru, Jisọs garị gabaga ulo-ozuzu."
" and a man with a shriveled hand was there. Looking for a reason to bring charges against Jesus, they asked him, “Is it lawful to heal on the Sabbath?”","O nworu nwoke aanị ẹka lanwụhụrụ nọrụ na ya ibom. Wo na-achọ nke wo je-aga kọjọa Jisọs, wo jụ a, “Iwu ọ kwagideri ịgwọ madụ ụhụ aadịgị ma na izuku Sabatị?”"
" He said to them, “If any of you has a sheep and it falls into a pit on the Sabbath, will you not take hold of it and lift it out?","Jisọs sị wo, “Onye ọọbụla atụrụ a dabarị na owiriwo na izuku Sabatị, ọ je-ọhabu e na ya ibom sa o je-oje je-apafụta a?"
 How much more valuable is a person than a sheep! Therefore it is lawful to do good on the Sabbath.”,Madụ dịkwanụ ezibe oke ọnụahịa karịa atụrụ. Nke bụanị bụ na iwu kwagideri madụ ime ihe ọma na izuku Sabatị.”
" Then he said to the man, “Stretch out your hand.” So he stretched it out and it was completely restored, just as sound as the other.","Jisọs sịzu ya nwokem ẹka lanwụhụrụ alanwụhụ, “Gbatịa ẹka gị.” Ya nwokem gbatịa ẹka a, ya ẹkam dịchakwaarị ma ẹɦụm ọmụ mbụ ẹka dị."
 But the Pharisees went out and plotted how they might kill Jesus.,"Ya o me, nde Farisiim garị gafụga ezi je na-akpụ mkpụkpụ nke wo ga je-egbu Jisọs. Onye Ozi Chineke Họfụtarị"
" Aware of this, Jesus withdrew from that place. A large crowd followed him, and he healed all who were ill.","Jisọs mata ihe wo nọrụ na-arịrị a hi na ya ibom sọhụga. Ntụtụ madụ so e, ya ọ gwọa wo ụhụka wo na ohu."
 He warned them not to tell others about him.,Ya o sie wo ẹka na ntị na ọ dịkwa onye wo na-akparị ihe bayeri e.
 This was to fulfill what was spoken through the prophet Isaiah:,Ihie bụrụ iji mezue ihe onye amụma Ayịzaya kwuru na Ẹkwụkwọ Nsọ:
" “Here is my servant whom I have chosen, the one I love, in whom I delight; I will put my Spirit on him, and he will proclaim justice to the nations.","“Onyie bụ nwa ozi m m jiri ẹka m họta, onye m hụrụ na ẹnya, ihie na-atọ m ụtọ. Eje m eweri Maa Nsọ m wụkwasị a, O je-ozi mba oohu ozi bayeri ikpe ọma m."
 He will not quarrel or cry out; no one will hear his voice in the streets. ,"Ọ dịgị onye yaa ya je-akọ ọkụkọ ma ọ bụgụ na-etikpoteri, dịgị onye je-anụ olu e na ezi."
"A bruised reed he will not break, and a smoldering wick he will not snuff out, till he has brought justice through to victory.  ","O jegi je-azọpịasị ndem aadịgị ike, jegi emenyunehi wo ọkụ na-anyụhụ anyụhụ, tututu na ọ hụ na ikpe ọma guzogideri na ikpetem azụ."
In his name the nations will put their hope.”,Mba ụwa na ohu je-atụkwasị obu na ẹha a nworu olile-ẹnya.”
Jesus and Beelzebul,Jisọs Yaa Bẹlụzibọbụ
" Then they brought him a demon-possessed man who was blind and mute, and Jesus healed him, so that he could both talk and see.","Nde madụ kuru nwoke aanị maaọjọọ jiri, kpukoru isi, doyekogu ụka kuteri Jisọs. Ya ọ gwọa ya, mezu e ya ọ na-ọhụzu ụzọ, na-ekwukozu okwu."
" All the people were astonished and said, “Could this be the Son of David?”","Ya ọ ju madụ oohu ẹnya, wo sị, “Onyie ọ bụbadị ya Nwam nke Devidi?”"
" But when the Pharisees heard this, they said, “It is only by Beelzebul, the prince of demons, that this fellow drives out demons.”","Ọbụ na mgbe nde Farisii nụrụ ihe gbarịnị, wo sị, “Ọ bụ ikike Bẹlụzibọbụ, onye isi nde maaọjọọ bụ ihe nwokie ji na-achụfụ maaọjọọ.”"
" Jesus knew their thoughts and said to them, “Every kingdom divided against itself will be ruined, and every city or household divided against itself will not stand.","Jisọs makọdụworuri ihe wo na-arịị na ime obu wo, ya ọ sị wo, “Alị ọọbụla nde bu na ya gbaburu ẹbọọ na-alụgbuteri onwowo ọgụ amagị adị. Ezi ma ọ bụgụ ezi-na-ulo ọọbụla nde bu na ya na[1]alụgbuteri ọgụ amagị eguzogide."
" If Satan drives out Satan, he is divided against himself. How then can his kingdom stand?","Ekwensu na-achụfụ Ekwensu, bụ ahịaga na ọ na-ọlụso onwoe ọgụ, ọchịchị a ga ẹgaa je-eguzogide?"
" And if I drive out demons by Beelzebul, by whom do your people drive them out? So then, they will be your judges.","Ya ọ bụrụ na e jim ikike Bẹlụzibọbụ na-achụfụ maaọjọọ, ndeke uunu ji nke onye mbụ ikike na-achụfụ nke wo? Ọ bụkọzu wom je-ekpe unu ikpe."
" But if it is by the Spirit of God that I drive out demons, then the kingdom of God has come upon you.","Ya ọ bụrụ na ọ bụ Maa Chineke bụ ihe m ji na-achụfụ maaọjọọ, ọ bụ a bụ na Alịeze Chineke abịakwasịwo unu."
" “Or again, how can anyone enter a strong man’s house and carry off his possessions unless he first ties up the strong man? Then he can plunder his house.","“Ndaa nke madụ je-aga gabaga na ulo onye ike je-apanarị a ihie ma ya o bugu ụzọ jituhee ya onye ikem, kpaa ya ẹgbụ ta na ọ panarị a ihe na ulo?"
" “Whoever is not with me is against me, and whoever does not gather with me scatters.","“Onye mụa ya aayịgị na-alụso m ọgụ, onye eesogu m na-ekpokote ekpokote na-etise etise."
" And so I tell you, every kind of sin and slander can be forgiven, but blasphemy against the Spirit will not be forgiven.","Na mụ akachaarị unu, ihe ọjọọ ọọbụla madụ meteri yaa okwu ọjọọ ọọbụla madụ kwuru kwugide Chineke, a je-agbaharị a ya, ọbụ onye kwue okwu ọjọọ ọọbụla megide Maa Nsọ, ọ dịgị maa agbaharị a onye ọ bụ."
" Anyone who speaks a word against the Son of Man will be forgiven, but anyone who speaks against the Holy Spirit will not be forgiven, either in this age or in the age to come.","Onye kwue okwu ọjọọ megide Nwa Nke Madụ, a ma agbaharị a ya, ọbụ onye kwue okwu ọjọọ me[1]gide Maa Nsọ, mgbaharị adịịrịgị onye ọ bụ, maa na ụwa a maa na ụwam je-abịanị."
" “Make a tree good and its fruit will be good, or make a tree bad and its fruit will be bad, for a tree is recognized by its fruit.","“Osisi ọma na-amị akpụrụ ọma, osisi ọjọọ na-amị akpụrụ ọjọọ, maka na ọ bụ akpụrụ osisi na-amịị bụ ihe e ji na-ama otue osisi ọ bụ."
" You brood of vipers, how can you who are evil say anything good? For the mouth speaks what the heart is full of.","Unua ụmụ nchikpọekie, ndaa nke unua nde ọjọọ ga je-ekwu ihe dị ma? Maka na ọ bụ mgbe ụka kpọrụ madụ ẹdụm na obu na o kwufute e na ọnụ a."
" A good man brings good things out of the good stored up in him, and an evil man brings evil things out of the evil stored up in him.","Ezibe madụ na-ehi na ihe ọmam juru e na ọbụ na-emefute ihe ọma, na onye ihe ọjọọ ehiko na ihe ọjọọm juru e na obu na-emefute ihe ọjọọ."
 But I tell you that everyone will have to give account on the day of judgment for every empty word they have spoken.,Madụ oohu je-emedue guzo na ihu Chineke na izuku ikpe sarị ọnụ wo maka okwu oohu eenwogu isi onyeaha jiri ọnụ a kwue.
" For by your words you will be acquitted, and by your words you will be condemned.”",Maka na ọ bụ okwu ọnụ gụ je-eme na ị bụrụ onye ikpe aamadịgị ma ọ bụgụ na ị bụrụ onye ikpe marị.”
The Sign of Jonah,Ihe Ahụma Jona
" Then some of the Pharisees and teachers of the law said to him, “Teacher, we want to see a sign from you.”","Nde Farisii ụfọdị woa nde ozizi iwu Mosisi jekwute Jisọs sị a, “Onye ozizi, ayị chọrụ na i gusi ayị ihe ahụma hi gi na ẹka.”"
